569306.0701757232,5518627.394601227
567636.0409041662,5519264.879306843
567599.5875928835,5518383.082510484
568328.0345955901,5514137.192087266
565992.4501300416,5515839.235639078
567933.1171413206,5516053.158770265
570318.5903396937,5518197.065363066
570295.9506693867,5518162.988660367
570065.0211554015,5514763.747967554
570075.6182299926,5514763.874320928
570062.7173306678,5514763.729203045
570031.9689529365,5514763.441639787
570078.7550282743,5514761.846764316
570070.0174067472,5514763.801660355
570041.4144755402,5514763.530756291
570037.3725649267,5514760.954186466
570034.5967326807,5514763.464591608
570051.1479999225,5514761.399696271
570070.5402431716,5514761.795787801
570064.0317664158,5514761.755837348
570067.5768009757,5514763.781119359
570047.6778952996,5514763.589740788
570053.0126438747,5514763.636688043
570046.1824168896,5514761.201863357
570059.6615382017,5514761.732509363
570037.7500395498,5514763.494359038
570042.6274060586,5514761.05568548
570060.2407299011,5514763.708198461
570074.0176507123,5514761.818661227
567561.447121557,5514542.197903393
569245.1646274903,5512601.335393968
567355.2354324257,5516019.331828643
569480.0591397743,5515901.079390831
568026.7249048508,5512549.035300635
567572.9674527096,5514545.09964748
567726.440092888,5515565.071359755
567725.4810880217,5515557.731547934
567774.9584488021,5515562.455425388
567776.991560347,5515609.249785875
567725.093817159,5515499.638160052
567727.4188754765,5515515.156853481
567643.8945727161,5515258.271465347
568052.1984029117,5515854.550567803
568259.516045208,5515989.8240780495
568249.3392790369,5515997.645929566
568162.2764744512,5516004.263094386
568149.2148300298,5515999.416871517
568124.7448118122,5516038.97174802
568125.6802115004,5516054.406404394
568224.198587559,5516024.704603683
568231.1972322918,5516038.236617637
567821.9360206531,5517630.852291861
570278.6951270162,5515331.413588119
566943.2203921578,5517766.08009854
568153.7144970989,5516783.337674137
568038.9606039006,5515233.43390341
570489.0144991059,5511467.100960124
570492.8161448522,5511460.100694295
570496.6248586427,5511453.111642749
567542.2966089512,5513857.7633232735
569758.2520635239,5514544.412439602
570246.1752048943,5515233.993696137
567016.3618459972,5516132.5260960655
567029.977648126,5514932.265115835
567023.574445234,5514930.728996677
566988.8888204615,5515475.477244512
571309.1169693562,5518033.795328114
570578.324591123,5515597.334142139
565434.404947305,5517002.879139434
567098.3126447992,5513049.3542901175
567078.9944338953,5513025.620184539
567124.554701352,5513057.388821608
567181.3648030319,5512967.713636605
567222.8093019177,5512925.457507951
567178.1463404582,5512893.228830661
567126.4605441788,5512869.63106894
567151.7397567317,5512902.722202281
569924.0582008413,5514654.938162271
